epoch,train_mse_pca,val_mse_pca
1,302.062251680882,258.5886872340816
2,212.75247248224423,258.5811698806118
3,193.45059716303928,258.7779174231587
4,178.4977030144611,262.0532676446046
5,165.9594582667195,259.9098771502714
6,155.58907464596308,262.7075397330271
7,146.27183557472208,262.551571841531
