epoch,train_mse_pca,val_mse_pca
1,179.44402942207023,146.92768379891982
2,128.85691192555433,149.0923641724206
3,120.73624052794233,152.422363424525
4,115.60367763031705,152.59025509256713
5,111.73094844181989,153.1865977255951
6,108.74008551171734,152.46539629009408
