epoch,train_mse_pca,val_mse_pca
1,233.5032640604666,153.02414241307218
2,154.34944681539307,148.2415632507611
3,146.2591277680054,147.2407255933878
4,142.61984796766464,148.12007843160853
5,140.32897835885038,149.3361367239079
6,137.91815781099035,149.8181621569423
7,137.0176403581376,151.1980712604075
8,135.2122638483015,151.19748798782277
