epoch,train_mse_pca,val_mse_pca
1,153.4086159265469,142.64091305441698
2,105.57681783452988,145.44279243576693
3,95.33762375711427,149.33178739592503
4,88.60054882758584,154.31342899519512
5,83.71536711381108,155.06015258215962
6,79.32314164784226,158.65347046471538
