epoch,train_mse_pca,val_mse_pca
1,196.40646113905797,148.96677165859742
2,145.96147045178824,150.90948780041904
3,140.92514498022757,151.72211166166923
4,137.81065278425504,152.52036475239785
5,135.58366001226116,154.30730033480506
6,133.14494100914186,154.79973011285486
