epoch,train_mse_pca,val_mse_pca
1,156.14182724238344,149.3453505251889
2,124.55519622808237,152.73805924536478
3,116.37214413621048,155.56392809370874
4,111.1047831608064,158.20380226099437
5,107.63729647685756,157.20881409264507
6,104.82547355364395,162.12048669376284
