epoch,train_mse_pca,val_mse_pca
1,173.2882822111359,145.8267557923223
2,130.20604752161836,146.98982475173307
3,122.59975583131666,148.2892607926203
4,117.3142384153799,149.03327189700704
5,113.58337070319982,148.01632805049698
6,110.38589584820976,149.45028192224638
