epoch,train_mse_pca,val_mse_pca
1,258.5321170634271,257.4653085341476
2,203.31508808813376,271.24668375651044
3,184.68530818924768,271.4998491314096
4,171.03010082640304,280.07469069789835
5,162.08595610653492,278.705859403655
6,154.54607142545908,283.63605696270724
