epoch,train_mse_pca,val_mse_pca
1,322.8800738733352,261.33018214266065
2,230.99915367774284,258.05604632023915
3,215.61451889266405,258.11002862061696
4,204.10035075078855,262.4453076286495
5,195.46728066416372,258.34687468479495
6,188.0563346597339,260.08082329835133
7,181.22374693844927,260.1659210634903
