epoch,train_mse_pca,val_mse_pca
1,157.85375079795736,149.68693893504255
2,121.15365376119165,153.48629674777177
3,113.79778628558195,158.89715203656837
4,108.60989244405012,159.5851787155223
5,104.63110213333881,162.69383060652325
6,101.80606310582921,165.0892441440636
