epoch,train_mse_pca,val_mse_pca
1,159.44678375590743,143.542470869324
2,115.11082407881037,145.60486785458846
3,103.74017492844132,148.34208242210423
4,95.99090652919705,150.78690857506695
5,90.2840618892083,153.4234599798498
6,85.35515473308877,156.4015603938573
