epoch,train_mse_pca,val_mse_pca
1,385.4755517232277,247.88261425402737
2,245.80290390239625,241.80402339964874
3,225.21985752164164,242.089110689385
4,211.5797169650349,246.14419245756875
5,201.19223995600245,247.1339467603107
6,192.10132619830767,250.28730698223262
7,184.57522391556108,253.4888962856559
