epoch,train_mse_pca,val_mse_pca
1,238.09591150773804,257.1297182611456
2,172.18255871885722,275.1491057346684
3,144.0611160330586,290.8205784184272
4,125.94462077097998,298.0102898682787
5,113.63472059135376,312.89896819065433
6,104.50110915744328,319.7986279698045
