epoch,train_mse_pca,val_mse_pca
1,360.17079954558244,263.05179434762874
2,252.87519966539486,255.523456842127
3,239.66429242714688,250.5871731037265
4,232.2418659238401,254.52141975796837
5,226.67287741193948,250.5907101340137
6,222.18314802390896,253.64615613194138
7,217.48030086480887,254.74588428192854
8,214.21588763327605,252.93527278989694
