epoch,train_mse_pca,val_mse_pca
1,212.80719901635578,151.00376877762343
2,140.71585343235222,145.69707614379308
3,130.27436873726703,146.42702881719026
4,124.45755185336492,147.4021123608513
5,120.43908412060652,148.17135419532167
6,117.32691605249697,149.80371831616327
7,115.07798976014493,150.093681514543
