epoch,train_mse_pca,val_mse_pca
1,344.5178066922538,246.0045143380423
2,233.20736718630397,244.10216547514963
3,216.35833273656175,243.09027262050236
4,205.14490237589345,247.0810994519405
5,196.88622206535894,246.92860918560993
6,189.82563089969133,246.71921886823563
7,183.99683506426993,250.180542791077
8,177.93094555741305,251.2782801549888
