epoch,train_mse_pca,val_mse_pca
1,174.54511000346295,152.5913113876128
2,142.44460980621827,154.68012255458206
3,137.74220448355214,158.79809620458755
4,134.62892267788683,155.29294374850994
5,132.29734062826137,159.94023612295518
6,129.86691028353587,157.6932794991793
