epoch,train_mse_pca,val_mse_pca
1,282.2513791557602,257.04787348357723
2,215.2245151402178,263.43586895723297
3,198.90889970096185,258.756933507785
4,185.70927775802323,270.7136355118013
5,176.2751167535309,267.2101593733953
6,168.29433434972768,273.17092107495233
