epoch,train_mse_pca,val_mse_pca
1,185.0685843286674,144.74823119830637
2,127.68069232715794,141.43888897962972
3,116.43861281603161,143.70630420093806
4,109.05907859960418,145.0187217461671
5,103.6722191479994,147.62885997217026
6,98.84263315814582,147.28456796278977
7,94.87142339430996,148.93962935326803
