epoch,train_mse_pca,val_mse_pca
1,286.50232091765804,259.8439269446431
2,221.90808859743126,267.4515754807163
3,210.62367655656263,266.55328827620673
4,203.19156494470724,282.29848455151483
5,196.7754089702072,275.96049377727957
6,192.52245708085275,274.9860334082948
