epoch,train_mse_pca,val_mse_pca
1,205.41689706970513,144.52322932140368
2,131.7444244681854,144.5048748607367
3,120.2255128042449,145.91505152742627
4,114.43548287721245,146.50470285908156
5,110.52841451014616,147.37859734906837
6,107.58625263099265,148.77246996382593
7,105.13125444614761,149.93318348199548
