epoch,train_mse_pca,val_mse_pca
1,201.6060258677269,146.26746715850115
2,139.36955888141958,142.11689700990775
3,130.38618163484827,143.7321620457609
4,125.25996495617044,144.88237028166722
5,121.68675836425913,146.4729102049635
6,118.62267515417346,145.36210331446688
7,116.17379815208389,146.78402029404617
