epoch,train_mse_pca,val_mse_pca
1,427.45577687614804,250.28247022998426
2,251.31286863986486,241.14616552545118
3,227.83559609643297,241.63559745374576
4,212.36613686635746,243.75886504890383
5,200.4485263107205,247.19476890859679
6,190.97826784098396,247.87535901919816
7,182.13472053385775,249.30582658634629
