epoch,train_mse_pca,val_mse_pca
1,332.6759323194389,258.5955869289631
2,230.64829531845498,253.88745819235072
3,214.91798608290605,248.819961189664
4,204.38426490179887,253.03200735172754
5,195.76299591642126,250.97354340889083
6,188.77669183907474,254.39006020989217
7,183.0489407985172,257.06954483247137
8,177.9057334595937,255.92224092438747
