epoch,train_mse_pca,val_mse_pca
1,359.62592037428556,267.59038733540564
2,265.3757950580075,261.4393488207893
3,257.83912649613706,262.0514537829189
4,252.89426830203035,265.21892121364255
5,249.83904246964153,264.4355334071486
6,246.79870574384503,264.03269750747324
7,244.37644454546182,268.8286728836561
