epoch,train_mse_pca,val_mse_pca
1,360.171509644567,263.03959992458005
2,252.8567103263342,255.5861952517514
3,239.60543615555406,250.59679745956205
4,232.1713838744039,254.23219736305202
5,226.56403118248392,250.11762448879475
6,222.0184326034334,253.68552466737273
7,217.31037848640912,254.34521140514966
8,214.04689694877914,252.70972195477552
9,210.84338917791553,254.47432683667108
10,207.9493349858269,257.8006803843897
