epoch,train_mse_pca,val_mse_pca
1,159.43793379991834,143.32350373603927
2,115.11633215643424,145.41563057339806
3,103.78057625582997,148.43285710151207
4,96.03819424821941,150.5559112119003
5,90.31694960813383,152.8475245802615
6,85.38616254004312,155.4768582196303
