epoch,train_mse_pca,val_mse_pca
1,162.71795347305553,147.04029158471334
2,119.37670342359583,146.64888365839568
3,109.13696168026495,151.78978847449935
4,101.95371413725184,156.14533158423197
5,96.13430752572829,158.7375995474802
6,91.60729556980274,160.32785492659735
7,88.13208773640312,163.54142997634244
