epoch,train_mse_pca,val_mse_pca
1,431.3277505971256,275.05728951754145
2,279.94206020753404,263.96025923608056
3,266.7513818790703,263.48903459002713
4,260.38147369049165,262.18276791281545
5,256.5785358044528,262.5008355798856
6,253.4886301692937,262.8809685505612
7,251.19575182768767,266.59457984888496
8,248.99773222540057,262.7379709163182
9,248.12920136878958,262.4750950772997
