epoch,train_mse_pca,val_mse_pca
1,257.21518963514114,258.4481628131419
2,198.9085283872564,263.0213157403077
3,181.58556108352664,268.4429140762544
4,168.79118993610268,277.56435541144
5,159.41254855414348,287.9311265542474
6,152.46161976070346,300.50332283414025
